9805;9848;wh;003539831729474764830_0420161581;sh1ro
33078;33128;wh;003539831729474764830_0420161582;sh1ro
56879;57024;wh;003539831729474764830_0420161583;sh1ro
67158;67228;wh;003539831729474764830_0420161584;sh1ro
70684;70743;wh;003539831729474764830_0420161585;sh1ro
72517;72672;wh;003539831729474764830_0420161586;sh1ro
73390;73420;wh;003539831729474764830_0420161587;sh1ro
81615;81699;wh;003539831729474764830_0420161588;sh1ro
82328;82366;wh;003539831729474764830_0420161589;sh1ro
95298;95401;wh;003539831729474764830_0420161590;sh1ro
99456;99496;wh;003539831729474764830_0420161591;sh1ro
103079;103119;wh;003539831729474764830_0420161592;sh1ro
106750;106800;wh;003539831729474764830_0420161593;sh1ro
111713;111733;wh;003539831729474764830_0420161594;sh1ro
111873;111892;wh;003539831729474764830_0420161595;sh1ro
112949;112984;wh;003539831729474764830_0420161596;sh1ro
112294;113015;aim;003539831729474764830_0420161597;sh1ro
113173;113203;aim;003539831729474764830_0420161598;sh1ro
113700;113765;wh;003539831729474764830_0420161599;sh1ro
119567;120111;bhop;003539831729474764830_0420161600;sh1ro
120307;120327;wh;003539831729474764830_0420161601;sh1ro
124979;125452;bhop;003539831729474764830_0420161602;sh1ro
125692;125722;spinbot;003539831729474764830_0420161603;sh1ro
125800;125820;spinbot;003539831729474764830_0420161604;sh1ro
125900;125948;spinbot;003539831729474764830_0420161605;sh1ro
126005;126045;spinbot;003539831729474764830_0420161606;sh1ro
126150;126336;bhop;003539831729474764830_0420161607;sh1ro
127165;127215;spinbot;003539831729474764830_0420161608;sh1ro
127309;127339;spinbot;003539831729474764830_0420161609;sh1ro
128200;128226;spinbot;003539831729474764830_0420161610;sh1ro
128447;128487;spinbot;003539831729474764830_0420161611;sh1ro
130002;130778;bhop;003539831729474764830_0420161612;sh1ro
130925;130945;spinbot;003539831729474764830_0420161613;sh1ro
131320;131340;spinbot;003539831729474764830_0420161614;sh1ro
131426;131446;spinbot;003539831729474764830_0420161615;sh1ro
131505;131535;spinbot;003539831729474764830_0420161616;sh1ro
132003;132033;spinbot;003539831729474764830_0420161617;sh1ro
132205;132405;bhop;003539831729474764830_0420161618;sh1ro
132571;132591;spinbot;003539831729474764830_0420161619;sh1ro
134135;134971;bhop;003539831729474764830_0420161620;sh1ro
136071;136101;spinbot;003539831729474764830_0420161621;sh1ro
136188;136218;spinbot;003539831729474764830_0420161622;sh1ro
136781;136821;spinbot;003539831729474764830_0420161623;sh1ro
136845;136870;spinbot;003539831729474764830_0420161624;sh1ro
136931;136951;spinbot;003539831729474764830_0420161625;sh1ro
140114;140798;spinbot;003539831729474764830_0420161626;sh1ro
140978;141038;spinbot;003539831729474764830_0420161627;sh1ro
141477;141517;spinbot;003539831729474764830_0420161628;sh1ro
142606;142686;spinbot;003539831729474764830_0420161629;sh1ro
147661;148389;spinbot;003539831729474764830_0420161630;sh1ro
8600;8680;wh;003539831729474764830_0420161631;zako
9238;9293;wh;003539831729474764830_0420161632;zako
11088;11133;wh;003539831729474764830_0420161633;zako
12195;12236;wh;003539831729474764830_0420161634;zako
39425;39492;wh;003539831729474764830_0420161635;zako
47025;47050;wh;003539831729474764830_0420161636;zako
55566;55646;wh;003539831729474764830_0420161637;zako
55995;56073;wh;003539831729474764830_0420161638;zako
60462;60562;wh;003539831729474764830_0420161639;zako
60700;60749;wh;003539831729474764830_0420161640;zako
